,id,0,lon,lat
96,83242,248.8138099893225,-41.3833333333333,-12.566666666666698
97,83249,257.74630190173525,-38.55,-12.283333333333301
98,83286,216.7902941858676,-44.616666666666696,-13.333333333333302
99,83288,219.45688210280065,-43.4166666666667,-13.266666666666698
100,83309,235.74360996021193,-56.45,-14.4
101,83332,223.92917368434277,-46.366666666666696,-14.1
102,83334,0.6266437436062688,-46.25,-14.933333333333302
103,83358,231.42938431665627,-54.383333333333304,-15.833333333333302
104,83361,243.40626627462353,-56.116666666666696,-15.55
105,83368,217.76153825861655,-52.2333333333333,-15.9
106,83376,231.2438499460255,-48.9666666666667,-15.85
107,83377,226.36317082395695,-47.9333333333333,-15.783333333333301
108,83379,222.6418639508844,-47.3333333333333,-15.533333333333301
109,83384,221.24069891057465,-46.05,-15.9
