,cc,date,evap,id,n,patm,pnmm,prec,request_status,tair,tmax,tmin,tw,ur,urmax,wd,ws,wsmax
303,-9999.0,2019-08-01 12:00:00+00:00,-9999.0,83632,-9999.0,-9999.0,-9999.0,0.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
304,-9999.0,2019-08-02 00:00:00+00:00,1.8,83632,-9999.0,-9999.0,-9999.0,-9999.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
305,-9999.0,2019-08-02 12:00:00+00:00,-9999.0,83632,-9999.0,-9999.0,-9999.0,0.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
306,-9999.0,2019-08-03 00:00:00+00:00,2.3,83632,-9999.0,-9999.0,-9999.0,-9999.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
307,-9999.0,2019-08-03 12:00:00+00:00,-9999.0,83632,-9999.0,-9999.0,-9999.0,0.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
308,-9999.0,2019-08-04 00:00:00+00:00,1.8,83632,-9999.0,-9999.0,-9999.0,-9999.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
309,-9999.0,2019-08-04 12:00:00+00:00,-9999.0,83632,-9999.0,-9999.0,-9999.0,0.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
310,-9999.0,2019-08-05 00:00:00+00:00,1.6,83632,-9999.0,-9999.0,-9999.0,-9999.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
311,-9999.0,2019-08-05 12:00:00+00:00,-9999.0,83632,-9999.0,-9999.0,-9999.0,0.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
312,-9999.0,2019-08-06 00:00:00+00:00,1.0,83632,-9999.0,-9999.0,-9999.0,-9999.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
313,-9999.0,2019-08-06 12:00:00+00:00,-9999.0,83632,-9999.0,-9999.0,-9999.0,0.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
314,-9999.0,2019-08-07 00:00:00+00:00,1.1,83632,-9999.0,-9999.0,-9999.0,-9999.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
315,-9999.0,2019-08-07 12:00:00+00:00,-9999.0,83632,-9999.0,-9999.0,-9999.0,0.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
316,-9999.0,2019-08-08 00:00:00+00:00,0.9,83632,-9999.0,-9999.0,-9999.0,-9999.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
317,-9999.0,2019-08-08 12:00:00+00:00,-9999.0,83632,-9999.0,-9999.0,-9999.0,0.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
318,-9999.0,2019-08-09 00:00:00+00:00,1.1,83632,-9999.0,-9999.0,-9999.0,-9999.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
319,-9999.0,2019-08-09 12:00:00+00:00,-9999.0,83632,-9999.0,-9999.0,-9999.0,0.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
320,-9999.0,2019-08-10 00:00:00+00:00,1.1,83632,-9999.0,-9999.0,-9999.0,-9999.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
321,-9999.0,2019-08-10 12:00:00+00:00,-9999.0,83632,-9999.0,-9999.0,-9999.0,0.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
322,-9999.0,2019-08-11 00:00:00+00:00,1.0,83632,-9999.0,-9999.0,-9999.0,-9999.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
323,-9999.0,2019-08-11 12:00:00+00:00,-9999.0,83632,-9999.0,-9999.0,-9999.0,0.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
324,-9999.0,2019-08-12 00:00:00+00:00,0.8,83632,-9999.0,-9999.0,-9999.0,-9999.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
325,-9999.0,2019-08-12 12:00:00+00:00,-9999.0,83632,-9999.0,-9999.0,-9999.0,0.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
326,-9999.0,2019-08-13 00:00:00+00:00,1.3,83632,-9999.0,-9999.0,-9999.0,-9999.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
327,-9999.0,2019-08-13 12:00:00+00:00,-9999.0,83632,-9999.0,-9999.0,-9999.0,0.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
328,-9999.0,2019-08-14 00:00:00+00:00,1.2,83632,-9999.0,-9999.0,-9999.0,-9999.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
329,-9999.0,2019-08-14 12:00:00+00:00,-9999.0,83632,-9999.0,-9999.0,-9999.0,0.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
330,-9999.0,2019-08-15 00:00:00+00:00,1.4,83632,-9999.0,-9999.0,-9999.0,-9999.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
331,-9999.0,2019-08-15 12:00:00+00:00,-9999.0,83632,-9999.0,-9999.0,-9999.0,0.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
332,-9999.0,2019-08-16 00:00:00+00:00,1.6,83632,-9999.0,-9999.0,-9999.0,-9999.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
333,-9999.0,2019-08-16 12:00:00+00:00,-9999.0,83632,-9999.0,-9999.0,-9999.0,0.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
334,-9999.0,2019-08-17 00:00:00+00:00,2.7,83632,-9999.0,-9999.0,-9999.0,-9999.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
335,-9999.0,2019-08-17 12:00:00+00:00,-9999.0,83632,-9999.0,-9999.0,-9999.0,0.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
336,-9999.0,2019-08-18 00:00:00+00:00,2.8,83632,-9999.0,-9999.0,-9999.0,-9999.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
337,-9999.0,2019-08-18 12:00:00+00:00,-9999.0,83632,-9999.0,-9999.0,-9999.0,0.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
338,-9999.0,2019-08-19 00:00:00+00:00,2.8,83632,-9999.0,-9999.0,-9999.0,-9999.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
339,-9999.0,2019-08-19 12:00:00+00:00,-9999.0,83632,-9999.0,-9999.0,-9999.0,0.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
340,-9999.0,2019-08-20 00:00:00+00:00,3.2,83632,-9999.0,-9999.0,-9999.0,-9999.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
341,-9999.0,2019-08-20 12:00:00+00:00,-9999.0,83632,-9999.0,-9999.0,-9999.0,0.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
342,-9999.0,2019-08-21 00:00:00+00:00,4.0,83632,-9999.0,-9999.0,-9999.0,-9999.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
343,-9999.0,2019-08-21 12:00:00+00:00,-9999.0,83632,-9999.0,-9999.0,-9999.0,0.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
344,-9999.0,2019-08-22 00:00:00+00:00,4.0,83632,-9999.0,-9999.0,-9999.0,-9999.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
345,-9999.0,2019-08-22 12:00:00+00:00,-9999.0,83632,-9999.0,-9999.0,-9999.0,0.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
346,-9999.0,2019-08-23 00:00:00+00:00,3.8,83632,-9999.0,-9999.0,-9999.0,-9999.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
347,-9999.0,2019-08-23 12:00:00+00:00,-9999.0,83632,-9999.0,-9999.0,-9999.0,0.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
348,-9999.0,2019-08-24 00:00:00+00:00,2.1,83632,-9999.0,-9999.0,-9999.0,-9999.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
349,-9999.0,2019-08-24 12:00:00+00:00,-9999.0,83632,-9999.0,-9999.0,-9999.0,0.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
350,-9999.0,2019-08-25 00:00:00+00:00,3.0,83632,-9999.0,-9999.0,-9999.0,-9999.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
351,-9999.0,2019-08-25 12:00:00+00:00,-9999.0,83632,-9999.0,-9999.0,-9999.0,0.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
352,-9999.0,2019-08-26 00:00:00+00:00,4.6,83632,-9999.0,-9999.0,-9999.0,-9999.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
353,-9999.0,2019-08-26 12:00:00+00:00,-9999.0,83632,-9999.0,-9999.0,-9999.0,0.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
354,-9999.0,2019-08-27 00:00:00+00:00,5.0,83632,-9999.0,-9999.0,-9999.0,-9999.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
355,-9999.0,2019-08-27 12:00:00+00:00,-9999.0,83632,-9999.0,-9999.0,-9999.0,0.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
356,-9999.0,2019-08-28 00:00:00+00:00,5.0,83632,-9999.0,-9999.0,-9999.0,-9999.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
357,-9999.0,2019-08-28 12:00:00+00:00,-9999.0,83632,-9999.0,-9999.0,-9999.0,0.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
358,-9999.0,2019-08-29 00:00:00+00:00,2.6,83632,-9999.0,-9999.0,-9999.0,-9999.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
359,-9999.0,2019-08-29 12:00:00+00:00,-9999.0,83632,-9999.0,-9999.0,-9999.0,0.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
360,-9999.0,2019-08-30 00:00:00+00:00,2.5,83632,-9999.0,-9999.0,-9999.0,-9999.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
361,-9999.0,2019-08-30 12:00:00+00:00,-9999.0,83632,-9999.0,-9999.0,-9999.0,0.0,Success: (200) OK,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999.0,-9999.0
346,6.25,2019-08-01 12:00:00+00:00,-9999.0,82588,-9999.0,1009.0,1014.0,0.0,Success: (200) OK,28.8,-9999.0,20.9,-9999.0,-9999.0,63,14,-9999.0,3.08664
347,3.75,2019-08-02 00:00:00+00:00,-9999.0,82588,10.6,1008.6,1013.6,-9999.0,Success: (200) OK,26.5,34.4,-9999.0,-9999.0,75.0,81,5,2.8294200000000003,2.5722
348,6.25,2019-08-02 12:00:00+00:00,-9999.0,82588,-9999.0,1010.8,1015.8,0.0,Success: (200) OK,28.8,-9999.0,20.6,-9999.0,-9999.0,68,9,-9999.0,3.08664
349,3.75,2019-08-03 00:00:00+00:00,-9999.0,82588,7.9,1009.7,1014.7,-9999.0,Success: (200) OK,26.5,34.8,-9999.0,-9999.0,75.0,78,5,2.31498,2.5722
350,8.75,2019-08-03 12:00:00+00:00,-9999.0,82588,-9999.0,1011.5,1016.6,0.0,Success: (200) OK,27.6,-9999.0,20.1,-9999.0,-9999.0,64,14,-9999.0,3.08664
351,2.5,2019-08-04 00:00:00+00:00,-9999.0,82588,-9999.0,1009.0,1014.0,-9999.0,Success: (200) OK,26.0,-9999.0,-9999.0,-9999.0,-9999.0,80,5,-9999.0,1.54332
352,-9999.0,2019-08-05 00:00:00+00:00,-9999.0,82588,7.1,-9999.0,-9999.0,-9999.0,Success: (200) OK,-9999.0,34.6,-9999.0,-9999.0,74.0,-9999,-9999,3.34386,-9999.0
353,8.75,2019-08-05 12:00:00+00:00,-9999.0,82588,-9999.0,1011.5,1016.6,0.0,Success: (200) OK,28.6,-9999.0,18.9,-9999.0,-9999.0,58,9,-9999.0,5.1444
354,7.5,2019-08-06 00:00:00+00:00,-9999.0,82588,2.5,1011.8,1016.8,-9999.0,Success: (200) OK,26.3,30.7,-9999.0,-9999.0,82.0,81,5,2.8294200000000003,1.54332
355,8.75,2019-08-06 12:00:00+00:00,-9999.0,82588,-9999.0,1013.1,1018.2,0.0,Success: (200) OK,27.4,-9999.0,20.1,-9999.0,-9999.0,65,14,-9999.0,4.62996
356,7.5,2019-08-07 00:00:00+00:00,-9999.0,82588,8.6,1012.5,1017.6,-9999.0,Success: (200) OK,24.1,33.8,-9999.0,-9999.0,73.0,90,9,3.34386,1.02888
357,7.5,2019-08-07 12:00:00+00:00,-9999.0,82588,-9999.0,1013.6,1018.7,0.0,Success: (200) OK,27.8,-9999.0,18.6,-9999.0,-9999.0,60,9,-9999.0,5.1444
358,3.75,2019-08-08 00:00:00+00:00,-9999.0,82588,10.6,1011.4,1016.5,-9999.0,Success: (200) OK,26.4,34.4,-9999.0,-9999.0,70.0,79,5,3.08664,1.54332
359,5.0,2019-08-08 12:00:00+00:00,-9999.0,82588,-9999.0,1013.8,1018.9,0.0,Success: (200) OK,28.0,-9999.0,18.4,-9999.0,-9999.0,57,14,-9999.0,4.11552
360,7.5,2019-08-09 00:00:00+00:00,-9999.0,82588,11.0,1011.7,1016.8,-9999.0,Success: (200) OK,26.5,34.4,-9999.0,-9999.0,70.0,75,5,3.08664,2.05776
361,3.75,2019-08-09 12:00:00+00:00,-9999.0,82588,-9999.0,1012.9,1018.0,0.0,Success: (200) OK,27.8,-9999.0,20.1,-9999.0,-9999.0,52,14,-9999.0,4.62996
362,3.75,2019-08-10 00:00:00+00:00,-9999.0,82588,10.6,1011.8,1016.9,-9999.0,Success: (200) OK,25.9,35.1,-9999.0,-9999.0,75.0,42,5,2.8294200000000003,1.54332
363,3.75,2019-08-10 12:00:00+00:00,-9999.0,82588,-9999.0,1013.9,1019.0,0.0,Success: (200) OK,27.2,-9999.0,17.9,-9999.0,-9999.0,61,14,-9999.0,3.6010800000000005
364,0.0,2019-08-11 00:00:00+00:00,-9999.0,82588,-9999.0,1012.7,1017.8,-9999.0,Success: (200) OK,25.9,-9999.0,-9999.0,-9999.0,-9999.0,81,5,-9999.0,2.05776
365,-9999.0,2019-08-12 00:00:00+00:00,-9999.0,82588,10.4,-9999.0,-9999.0,-9999.0,Success: (200) OK,-9999.0,34.2,-9999.0,-9999.0,77.0,-9999,-9999,2.31498,-9999.0
366,6.25,2019-08-12 12:00:00+00:00,-9999.0,82588,-9999.0,1011.2,1016.3,0.0,Success: (200) OK,28.8,-9999.0,18.1,-9999.0,-9999.0,63,14,-9999.0,3.08664
367,7.5,2019-08-13 00:00:00+00:00,-9999.0,82588,9.4,1009.0,1014.0,-9999.0,Success: (200) OK,26.5,35.6,-9999.0,-9999.0,77.0,84,5,2.31498,1.54332
368,7.5,2019-08-13 12:00:00+00:00,-9999.0,82588,-9999.0,1011.4,1016.5,0.0,Success: (200) OK,28.2,-9999.0,19.3,-9999.0,-9999.0,64,14,-9999.0,3.08664
369,3.75,2019-08-14 00:00:00+00:00,-9999.0,82588,9.9,1009.8,1014.8,-9999.0,Success: (200) OK,25.9,34.6,-9999.0,-9999.0,77.0,83,5,3.08664,1.54332
370,7.5,2019-08-14 12:00:00+00:00,-9999.0,82588,-9999.0,1012.2,1017.3,0.0,Success: (200) OK,28.4,-9999.0,19.9,-9999.0,-9999.0,68,14,-9999.0,3.08664
371,7.5,2019-08-15 00:00:00+00:00,-9999.0,82588,9.5,1010.6,1015.6,-9999.0,Success: (200) OK,26.1,34.4,-9999.0,-9999.0,72.0,80,5,3.08664,3.08664
372,7.5,2019-08-15 12:00:00+00:00,-9999.0,82588,-9999.0,1013.1,1018.1,0.0,Success: (200) OK,29.4,-9999.0,21.5,-9999.0,-9999.0,64,14,-9999.0,4.62996
373,3.75,2019-08-16 00:00:00+00:00,-9999.0,82588,11.0,1009.8,1014.8,-9999.0,Success: (200) OK,27.7,33.8,-9999.0,-9999.0,71.0,75,5,3.34386,1.54332
374,5.0,2019-08-16 12:00:00+00:00,-9999.0,82588,-9999.0,1012.7,1017.7,0.0,Success: (200) OK,28.2,-9999.0,20.5,-9999.0,-9999.0,60,14,-9999.0,5.1444
375,5.0,2019-08-17 00:00:00+00:00,-9999.0,82588,10.4,1009.6,1014.6,-9999.0,Success: (200) OK,28.4,34.6,-9999.0,-9999.0,76.0,77,5,2.31498,1.54332
376,6.25,2019-08-17 12:00:00+00:00,-9999.0,82588,-9999.0,1011.6,1016.6,0.0,Success: (200) OK,28.0,-9999.0,20.9,-9999.0,-9999.0,62,9,-9999.0,3.08664
377,5.0,2019-08-18 00:00:00+00:00,-9999.0,82588,-9999.0,1009.2,1014.2,-9999.0,Success: (200) OK,27.3,-9999.0,-9999.0,-9999.0,-9999.0,72,5,-9999.0,1.54332
378,-9999.0,2019-08-19 00:00:00+00:00,-9999.0,82588,10.8,-9999.0,-9999.0,-9999.0,Success: (200) OK,-9999.0,35.4,-9999.0,-9999.0,77.0,-9999,-9999,3.08664,-9999.0
379,5.0,2019-08-19 12:00:00+00:00,-9999.0,82588,-9999.0,1011.9,1016.9,0.0,Success: (200) OK,28.4,-9999.0,21.1,-9999.0,-9999.0,66,14,-9999.0,4.11552
380,2.5,2019-08-20 00:00:00+00:00,-9999.0,82588,10.5,1010.3,1015.3,-9999.0,Success: (200) OK,26.3,35.6,-9999.0,-9999.0,79.0,81,5,2.8294200000000003,2.05776
381,7.5,2019-08-20 12:00:00+00:00,-9999.0,82588,-9999.0,1012.6,1017.6,0.0,Success: (200) OK,28.6,-9999.0,21.6,-9999.0,-9999.0,64,14,-9999.0,4.11552
382,2.5,2019-08-21 00:00:00+00:00,-9999.0,82588,10.6,1010.9,1016.0,-9999.0,Success: (200) OK,25.9,36.0,-9999.0,-9999.0,77.0,86,5,2.5722,1.54332
383,6.25,2019-08-21 12:00:00+00:00,-9999.0,82588,-9999.0,1013.0,1018.1,0.0,Success: (200) OK,27.0,-9999.0,20.2,-9999.0,-9999.0,63,5,-9999.0,3.08664
384,0.0,2019-08-22 00:00:00+00:00,-9999.0,82588,10.3,1009.6,1014.6,-9999.0,Success: (200) OK,25.7,36.1,-9999.0,-9999.0,74.0,83,5,3.08664,2.05776
385,3.75,2019-08-22 12:00:00+00:00,-9999.0,82588,-9999.0,1012.2,1017.3,0.0,Success: (200) OK,28.4,-9999.0,22.1,-9999.0,-9999.0,60,14,-9999.0,3.08664
386,0.0,2019-08-23 00:00:00+00:00,-9999.0,82588,9.8,1009.7,1014.7,-9999.0,Success: (200) OK,26.1,35.4,-9999.0,-9999.0,78.0,80,5,3.08664,3.08664
387,7.5,2019-08-23 12:00:00+00:00,-9999.0,82588,-9999.0,1012.5,1017.6,0.0,Success: (200) OK,28.2,-9999.0,18.9,-9999.0,-9999.0,68,14,-9999.0,3.08664
388,0.0,2019-08-24 00:00:00+00:00,-9999.0,82588,10.3,1010.2,1015.2,-9999.0,Success: (200) OK,26.2,35.6,-9999.0,-9999.0,68.0,83,5,3.08664,3.08664
389,5.0,2019-08-24 12:00:00+00:00,-9999.0,82588,-9999.0,1013.0,1018.1,0.0,Success: (200) OK,28.6,-9999.0,18.2,-9999.0,-9999.0,59,9,-9999.0,3.6010800000000005
390,6.25,2019-08-25 00:00:00+00:00,-9999.0,82588,-9999.0,1011.2,1016.2,-9999.0,Success: (200) OK,27.8,-9999.0,-9999.0,-9999.0,-9999.0,74,5,-9999.0,2.5722
391,-9999.0,2019-08-26 00:00:00+00:00,-9999.0,82588,9.7,-9999.0,-9999.0,-9999.0,Success: (200) OK,-9999.0,35.2,-9999.0,-9999.0,73.0,-9999,-9999,3.34386,-9999.0
392,7.5,2019-08-26 12:00:00+00:00,-9999.0,82588,-9999.0,1012.1,1017.1,0.0,Success: (200) OK,28.2,-9999.0,18.3,-9999.0,-9999.0,57,14,-9999.0,5.1444
393,0.0,2019-08-27 00:00:00+00:00,-9999.0,82588,10.1,1009.3,1014.3,-9999.0,Success: (200) OK,26.6,33.8,-9999.0,-9999.0,70.0,81,5,3.34386,1.54332
394,6.25,2019-08-27 12:00:00+00:00,-9999.0,82588,-9999.0,1013.0,1018.0,0.0,Success: (200) OK,28.6,-9999.0,21.5,-9999.0,-9999.0,58,14,-9999.0,5.1444
395,5.0,2019-08-28 00:00:00+00:00,-9999.0,82588,9.3,1009.3,1014.3,-9999.0,Success: (200) OK,27.7,34.6,-9999.0,-9999.0,67.0,75,5,4.62996,1.54332
396,3.75,2019-08-28 12:00:00+00:00,-9999.0,82588,-9999.0,1012.3,1017.3,0.0,Success: (200) OK,28.8,-9999.0,21.9,-9999.0,-9999.0,58,14,-9999.0,6.68772
397,0.0,2019-08-29 00:00:00+00:00,-9999.0,82588,10.8,1009.2,1014.2,-9999.0,Success: (200) OK,27.6,35.0,-9999.0,-9999.0,69.0,71,5,3.34386,2.5722
398,3.75,2019-08-29 12:00:00+00:00,-9999.0,82588,-9999.0,1011.5,1016.5,0.0,Success: (200) OK,28.4,-9999.0,20.9,-9999.0,-9999.0,55,14,-9999.0,5.1444
399,2.5,2019-08-30 00:00:00+00:00,-9999.0,82588,9.9,1009.4,1014.4,-9999.0,Success: (200) OK,26.5,35.4,-9999.0,-9999.0,73.0,75,5,2.8294200000000003,1.54332
400,6.25,2019-08-30 12:00:00+00:00,-9999.0,82588,-9999.0,1012.1,1017.2,0.0,Success: (200) OK,28.0,-9999.0,22.2,-9999.0,-9999.0,57,14,-9999.0,3.08664
567,8.75,2019-08-01 12:00:00+00:00,-9999.0,82992,-9999.0,985.8,1017.1,0.0,Success: (200) OK,22.4,-9999.0,20.2,-9999.0,-9999.0,79,14,-9999.0,0.51444
568,10.0,2019-08-01 18:00:00+00:00,-9999.0,82992,-9999.0,983.6,1015.0,-9999.0,Success: (200) OK,22.8,-9999.0,-9999.0,-9999.0,-9999.0,91,18,-9999.0,0.51444
569,10.0,2019-08-02 00:00:00+00:00,-9999.0,82992,5.5,984.8,1016.2,-9999.0,Success: (200) OK,21.8,27.5,-9999.0,-9999.0,80.25,89,9,0.68592,1.02888
570,10.0,2019-08-02 12:00:00+00:00,-9999.0,82992,-9999.0,986.8,1018.2,13.6,Success: (200) OK,23.2,-9999.0,22.9,-9999.0,-9999.0,79,23,-9999.0,0.51444
571,7.5,2019-08-02 18:00:00+00:00,-9999.0,82992,-9999.0,984.3,1015.3,-9999.0,Success: (200) OK,27.2,-9999.0,-9999.0,-9999.0,-9999.0,66,18,-9999.0,0.51444
572,5.0,2019-08-03 00:00:00+00:00,-9999.0,82992,6.2,985.6,1017.0,-9999.0,Success: (200) OK,22.0,27.2,-9999.0,-9999.0,76.25,88,14,0.68592,1.02888
573,7.5,2019-08-03 12:00:00+00:00,-9999.0,82992,-9999.0,987.2,1018.6,0.0,Success: (200) OK,23.8,-9999.0,21.3,-9999.0,-9999.0,77,14,-9999.0,0.51444
574,8.75,2019-08-03 18:00:00+00:00,-9999.0,82992,-9999.0,984.4,1015.5,-9999.0,Success: (200) OK,26.0,-9999.0,-9999.0,-9999.0,-9999.0,66,9,-9999.0,1.02888
575,6.25,2019-08-04 00:00:00+00:00,-9999.0,82992,8.7,985.2,1016.5,-9999.0,Success: (200) OK,23.0,28.6,-9999.0,-9999.0,76.25,81,18,0.68592,0.51444
576,8.75,2019-08-04 12:00:00+00:00,-9999.0,82992,-9999.0,987.7,1019.0,0.0,Success: (200) OK,24.0,-9999.0,21.4,-9999.0,-9999.0,78,18,-9999.0,0.51444
577,5.0,2019-08-04 18:00:00+00:00,-9999.0,82992,-9999.0,984.7,1015.7,-9999.0,Success: (200) OK,28.0,-9999.0,-9999.0,-9999.0,-9999.0,59,14,-9999.0,1.02888
578,3.75,2019-08-05 00:00:00+00:00,-9999.0,82992,4.0,986.9,1018.2,-9999.0,Success: (200) OK,22.8,27.7,-9999.0,-9999.0,78.25,84,9,0.68592,0.51444
579,8.75,2019-08-05 12:00:00+00:00,-9999.0,82992,-9999.0,988.5,1019.7,0.0,Success: (200) OK,24.2,-9999.0,23.2,-9999.0,-9999.0,77,18,-9999.0,1.02888
580,10.0,2019-08-05 18:00:00+00:00,-9999.0,82992,-9999.0,987.0,1018.2,-9999.0,Success: (200) OK,24.4,-9999.0,-9999.0,-9999.0,-9999.0,72,9,-9999.0,0.51444
581,10.0,2019-08-06 00:00:00+00:00,-9999.0,82992,5.7,988.9,1020.3,-9999.0,Success: (200) OK,21.4,25.6,-9999.0,-9999.0,79.75,82,14,0.8574,0.51444
