,id,0,1,2,lon,lat
0,82024,0.04128600494654185,4.500024087115183,-0.7974708863354001,-60.65,2.81666666666667
1,82098,-1.5551333631706454,3.4880312516044314,0.0659545886096577,-51.116666666666696,-0.05
2,82106,1.1690829652963024,4.503105348145286,-0.8814809865783421,-67.0,-0.116666666666667
3,82141,-1.6840428968367143,3.2274371003853553,0.6831552304344195,-48.5166666666667,-0.733333333333333
4,82145,-0.9720340181578685,3.9239291085832786,-1.5350672463336008,-46.9,-1.06666666666667
5,82178,-2.100223765664347,3.136152746055113,-0.04478860242295732,-55.5166666666667,-1.9166666666666698
6,82181,-1.660774290463319,1.892124466538223,1.518373109493677,-54.0833333333333,-2.0
7,82184,-1.1857601329726892,3.5559428494467076,-1.08300985450587,-52.2333333333333,-1.73333333333333
8,82188,-1.4796820044099637,3.5170594750837796,-1.1782112812928036,-50.4833333333333,-1.6833333333333302
9,82191,-0.8538530208756291,3.9225523366307384,-0.343360911437334,-48.4333333333333,-1.4333333333333302
10,82198,-0.7739518051621725,3.323427998296691,1.4589159182982654,-45.366666666666696,-1.5666666666666698
11,82212,0.14390619124952983,4.878566649479264,-1.9257624503550987,-66.1666666666667,-2.53333333333333
12,82246,-0.619278020168871,3.1610509221793412,-0.9748156377058078,-54.95,-2.63333333333333
13,82263,-1.0936923189876768,3.3592710485286,0.5752148973753366,-49.5,-2.25
14,82280,-1.247260632381773,2.9375307356697182,0.5689017827530068,-44.2166666666667,-2.53333333333333
15,82331,-1.6537218795104833,3.2580017824509873,-0.34241929581875663,-59.95,-3.11666666666667
16,82353,-1.4450600536580558,2.5203080124752724,-0.22604658093886193,-52.2166666666667,-3.21666666666667
17,82361,-0.8051788272400451,2.1241521539586574,0.3861132353261305,-49.6666666666667,-3.7666666666666697
18,82376,-1.8474333641853633,1.926909376822902,0.6055838668144946,-45.65,-3.2666666666666697
19,82382,-2.715974278355185,0.8461301800885054,0.5724126658217643,-43.35,-3.7333333333333303
20,82392,-3.0199092566804433,0.18289363070278392,0.7893535262774415,-40.3333333333333,-3.7333333333333303
21,82397,-1.6888175843913096,1.2451577452248441,2.142569038260823,-38.55,-3.75
22,82445,-1.9877679797725292,3.869683001972229,-2.0332405060787107,-56.0,-4.2833333333333306
23,82460,-2.041292631530646,1.5260665561232838,0.6467247284475145,-44.7666666666667,-4.2166666666666694
24,82476,-2.7913538578634034,0.31298670373391024,0.04176605426654826,-43.35,-4.86666666666667
25,82487,1.3635776164525524,0.7195030995607321,-0.4574631968600727,-39.0,-4.2833333333333306
26,82493,-2.542547819451336,0.39864180170937763,2.2900830447607556,-37.7666666666667,-4.7833333333333306
27,82533,-0.8068880204382644,3.458471315826691,-1.398637226252329,-61.3,-5.81666666666667
28,82562,-2.3445137585002986,1.911493711385317,-0.5276047695636419,-49.133333333333304,-5.36666666666667
29,82564,-3.0543688759849696,0.9885407706777392,-0.6776526175994574,-47.4833333333333,-5.5333333333333306
30,82571,-2.9633191529402265,0.3742602825228753,-0.43299459622072484,-45.2333333333333,-5.5
31,82578,-3.1579936532244144,0.5276483258477452,-0.2443350919007684,-42.816666666666706,-5.08333333333333
32,82586,-2.7513449715152194,-0.2708276114925801,1.9955358756717954,-39.283333333333296,-5.16666666666667
33,82588,-2.5952322995227566,0.3816100338712967,1.6220042375653112,-38.3666666666667,-5.11666666666667
34,82590,-3.498498991101187,0.278504576754684,2.4172646054874285,-37.816666666666706,-5.61666666666667
35,82596,0.5943079976786364,1.5240227935953268,3.101309454530674,-35.65,-5.65
36,82598,1.1135170740568814,1.6944050928216483,4.0888553068873374,-35.2,-5.91666666666667
37,82659,-3.243479270813037,-0.626116658979453,-0.9087729156739092,-48.2,-7.2
38,82668,-0.6754837384430609,2.0262679459148147,-0.6011929078678148,-51.9666666666667,-6.63333333333333
39,82676,-2.5222104867498176,-0.47032392644837956,0.06359764072220138,-44.2333333333333,-6.0333333333333306
40,82678,-4.5494740885028495,-1.1330459180201689,0.9935556332016316,-43.0166666666667,-6.76666666666667
41,82683,-2.622162297723583,-1.3979430261863528,1.3320211911369275,-40.4166666666667,-6.0
42,82686,-2.8378089869502467,-0.9960980360086836,1.8494118540369537,-39.3,-6.36666666666667
43,82689,-2.684841470672517,-0.5129265176696672,1.119440180751098,-38.216666666666704,-6.75
44,82693,-2.001059176379022,-0.9911978383078145,3.6317599981230537,-36.5833333333333,-6.43333333333333
45,82723,-0.07298792274464073,3.325065132947817,-1.0571701242402365,-64.8333333333333,-7.25
46,82753,-1.341645066310802,-1.370285547341306,1.7508174822466056,-40.05,-7.9
47,82765,-3.69790352251195,-0.478290898946467,-0.12355806428325966,-47.4666666666667,-7.33333333333333
48,82768,-4.09314792072324,-0.22690316874631658,-1.318832235568575,-46.0333333333333,-7.5333333333333306
49,82777,-1.8986235671793867,-2.898041983075288,4.398704971141772,-40.3833333333333,-7.0
50,82780,-3.4966783698180466,-1.9122809981592812,1.5909963417976107,-41.4833333333333,-7.0333333333333306
51,82784,-2.1585322371950904,-1.0629184331317656,0.4966741028653118,-39.3,-7.31666666666667
52,82792,-0.007679910417703184,-0.8121611501733251,0.7203451439386354,-37.066666666666706,-7.88333333333333
53,82795,2.3039850804173496,0.9194930118358905,1.1891028610481154,-35.8833333333333,-7.2166666666666694
54,82797,2.0643685477636224,0.9407432370039089,1.630802740900834,-35.716666666666704,-7.83333333333333
55,82798,1.2732486502329947,1.8988055692668597,2.1416484111904572,-34.866666666666696,-7.1
56,82861,-2.694909251735985,1.0355440913521694,0.3338052118458225,-49.2666666666667,-8.26666666666667
57,82863,-3.602708288674941,0.6722102687335626,-1.316847170093757,-48.1833333333333,-8.96666666666667
58,82882,-3.4543818364250494,-2.370900957651597,3.355125530578383,-41.1333333333333,-8.13333333333333
59,82886,-0.9312873147498794,-1.294858158560428,3.1708468572974287,-39.3333333333333,-8.51666666666667
60,82890,1.9715488293562924,-0.11606782277892243,1.7274323558168292,-37.0833333333333,-8.41666666666667
61,82893,4.154001720051342,0.8576905484885917,1.0493544718350112,-36.5166666666667,-8.88333333333333
62,82900,2.277958903288285,2.9246598539543225,1.669581459366531,-34.95,-8.05
63,82915,-0.08420076121544265,2.4799779995024958,-1.4935857807824655,-67.8,-9.96666666666667
