date,id,prec,tair,tw,tmax,tmin,urmax,patm,pnmm,wd,wsmax,n,cc,evap,ur,ws,request_status
2019-03-08T18:00:00Z,83781,-9999,29.7,22.7,-9999,-9999,53,925.8,1013.2,32,3,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-03-09T00:00:00Z,83781,-9999,27.3,22.3,33.5,-9999,64,925.5,1013.1,14,0.8,-9999,2,5.6,71.25,1.066667,Success: (200) OK
2019-03-09T12:00:00Z,83781,0,27.4,23.2,-9999,18.5,70,926.7,1014,0,0,-9999,6,-9999,-9999,-9999,Success: (200) OK
2019-03-09T18:00:00Z,83781,-9999,33,22.4,-9999,-9999,39,923.4,1019.3,32,1.6,-9999,6,-9999,-9999,-9999,Success: (200) OK
2019-03-10T00:00:00Z,83781,-9999,22.7,21.3,27.8,-9999,88,925.8,1013.5,32,1.6,-9999,10,4.4,86.25,3.2,Success: (200) OK
2019-03-10T12:00:00Z,83781,42,23,21.1,-9999,18.4,84,927.2,1015.4,14,1.6,-9999,8,-9999,-9999,-9999,Success: (200) OK
2019-03-10T18:00:00Z,83781,-9999,26,22.1,-9999,-9999,71,926.1,1013.4,14,5,-9999,8,-9999,-9999,-9999,Success: (200) OK
2019-03-11T00:00:00Z,83781,-9999,21.5,21,24.4,-9999,95,926.9,1016.1,23,3,-9999,10,2.5,85.25,2.066667,Success: (200) OK
2019-03-11T12:00:00Z,83781,37.2,21.8,19.7,-9999,18.7,81,928.2,1016.7,23,3,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-03-11T18:00:00Z,83781,-9999,23.4,20.7,-9999,-9999,78,927,1014.8,14,1.6,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-03-12T00:00:00Z,83781,-9999,21,20.1,30.7,-9999,91,927.8,1016.2,14,1.6,-9999,10,1.9,76.75,2.133333,Success: (200) OK
2019-03-12T12:00:00Z,83781,0,24,21,-9999,19.5,76,926.8,1015.1,14,2.3,-9999,6,-9999,-9999,-9999,Success: (200) OK
2019-03-12T18:00:00Z,83781,-9999,28.9,21.9,-9999,-9999,53,923.7,1011.1,27,2.5,-9999,8,-9999,-9999,-9999,Success: (200) OK
2019-03-13T00:00:00Z,83781,-9999,22,20.8,29.5,-9999,89,926.1,1014,9,1.6,-9999,10,3.3,69.25,2.9,Success: (200) OK
2019-03-13T12:00:00Z,83781,18.4,24,21.1,-9999,20.7,77,925.3,1013.3,14,2.5,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-03-13T18:00:00Z,83781,-9999,28.1,22.3,-9999,-9999,58,928.1,1015.2,23,4.6,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-03-14T00:00:00Z,83781,-9999,24.7,21.1,29.1,-9999,71,923.7,1011.3,14,1.6,-9999,6,5,78.75,2.733333,Success: (200) OK
2019-03-14T12:00:00Z,83781,0,23,21,-9999,20.5,84,924.8,1012.6,9,2.6,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-03-14T18:00:00Z,83781,-9999,29,22.4,-9999,-9999,55,922.8,1010,32,2.6,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-03-15T00:00:00Z,83781,-9999,21.2,19.8,29,-9999,88,925.3,1013.5,32,3,-9999,10,2.8,81.25,1.933333,Success: (200) OK
2019-03-15T12:00:00Z,83781,3.5,23,20.8,-9999,20.3,82,926.9,1015.4,0,0,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-03-15T18:00:00Z,83781,-9999,27,22.5,-9999,-9999,67,923.7,1010.7,14,3.3,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-03-16T00:00:00Z,83781,-9999,22.3,21,28.8,-9999,88,926,1014,14,2.5,-9999,10,3,78.25,2.2,Success: (200) OK
2019-03-16T12:00:00Z,83781,1.5,23.5,20.8,-9999,20.8,79,926,1013.9,14,1.6,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-03-16T18:00:00Z,83781,-9999,27.1,22.8,-9999,-9999,68,923.9,1009.5,23,2,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-03-17T00:00:00Z,83781,-9999,23.8,21.7,28.1,-9999,83,926.8,1014.7,14,3,-9999,10,3.2,89.25,1.633333,Success: (200) OK
2019-03-17T12:00:00Z,83781,0.6,23.4,21.2,-9999,21.1,82,925.5,1013.2,9,2.6,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-03-17T18:00:00Z,83781,-9999,22.8,21.8,-9999,-9999,91,922.4,1010,5,1.5,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-03-18T00:00:00Z,83781,-9999,22.3,21.5,30.3,-9999,92,924.9,1012.8,18,0.8,-9999,10,1.2,70.5,2.233333,Success: (200) OK
2019-03-18T12:00:00Z,83781,20.4,24,21.6,-9999,21.4,81,924.9,1012.2,14,1.8,-9999,8,-9999,-9999,-9999,Success: (200) OK
2019-03-18T18:00:00Z,83781,-9999,29.1,22.7,-9999,-9999,57,921.8,1008.6,23,3.3,-9999,8,-9999,-9999,-9999,Success: (200) OK
2019-03-19T00:00:00Z,83781,-9999,26.2,22.7,31.1,-9999,72,922.3,1009.5,14,1.6,-9999,5,4.8,80,2.633333,Success: (200) OK
2019-03-19T12:00:00Z,83781,0,24.2,21.8,-9999,22.1,80,922.1,1009.5,27,3.3,-9999,8,-9999,-9999,-9999,Success: (200) OK
2019-03-19T18:00:00Z,83781,-9999,29.9,22.5,-9999,-9999,52,919.9,1006.6,27,3.3,-9999,8,-9999,-9999,-9999,Success: (200) OK
2019-03-20T00:00:00Z,83781,-9999,22.4,21.7,26.9,-9999,94,922.7,1010.4,27,1.3,-9999,10,4.8,73.5,3.566667,Success: (200) OK
2019-03-20T12:00:00Z,83781,16,22.6,19.8,-9999,20.3,77,924.2,1012,27,2.5,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-03-20T18:00:00Z,83781,-9999,25.8,21.3,-9999,-9999,71,921.7,1008.8,14,4.1,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-03-21T00:00:00Z,83781,-9999,21.9,19.3,21.9,-9999,73,922.4,1010.1,27,4.1,-9999,10,1.9,92.25,4.1,Success: (200) OK
2019-03-21T12:00:00Z,83781,6,18.9,18.2,-9999,17,93,924.4,1012.8,18,3.3,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-03-21T18:00:00Z,83781,-9999,18.4,17.7,-9999,-9999,92,924.2,1012.8,18,4,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-03-22T00:00:00Z,83781,-9999,17,16.2,22.2,-9999,92,925.9,1015,23,5,-9999,10,3.4,82,3.6,Success: (200) OK
2019-03-22T12:00:00Z,83781,4.2,19.1,17.4,-9999,15.8,83,927.5,1016.8,9,5,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-03-22T18:00:00Z,83781,-9999,21,18.2,-9999,-9999,75,926.2,1015.2,14,3.3,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-03-23T00:00:00Z,83781,-9999,18.7,17.2,29,-9999,85,927.6,1016.7,9,2.5,-9999,10,1.4,71.5,1.9,Success: (200) OK
2019-03-23T12:00:00Z,83781,0,20.8,17.7,-9999,16.4,73,928,1015.1,14,1.6,-9999,0,-9999,-9999,-9999,Success: (200) OK
2019-03-23T18:00:00Z,83781,-9999,28.9,21.3,-9999,-9999,49,924.6,1012.4,14,1.6,-9999,7,-9999,-9999,-9999,Success: (200) OK
2019-03-24T00:00:00Z,83781,-9999,20.6,18.7,29.2,-9999,82,928.6,1017.2,27,2.5,-9999,10,4.2,74,2.233333,Success: (200) OK
2019-03-24T12:00:00Z,83781,0,23.3,19.7,-9999,20.1,72,929,1017.7,9,2.6,-9999,6,-9999,-9999,-9999,Success: (200) OK
2019-03-24T18:00:00Z,83781,-9999,27.1,21.8,-9999,-9999,62,924.9,1012.7,9,2.5,-9999,7,-9999,-9999,-9999,Success: (200) OK
2019-03-25T00:00:00Z,83781,-9999,21.9,19.6,31.4,-9999,81,926.3,1014.5,18,1.6,-9999,0,2.4,60,1.9,Success: (200) OK
2019-03-25T12:00:00Z,83781,0,22.4,20.1,-9999,18.6,80,926.3,1014.5,14,2.5,-9999,0,-9999,-9999,-9999,Success: (200) OK
2019-03-25T18:00:00Z,83781,-9999,30.4,20.8,-9999,-9999,40,924.2,1011.3,14,1.6,-9999,7,-9999,-9999,-9999,Success: (200) OK
2019-03-26T00:00:00Z,83781,-9999,26.2,20.9,30.1,-9999,60,925,1012.6,27,1.6,-9999,10,5.6,70.75,2.2,Success: (200) OK
2019-03-26T12:00:00Z,83781,0,23.4,18.6,-9999,18.9,64,927.5,1014.8,0,0,-9999,4,-9999,-9999,-9999,Success: (200) OK
2019-03-26T18:00:00Z,83781,-9999,28.2,22,-9999,-9999,57,925,1012.4,18,3.3,-9999,6,-9999,-9999,-9999,Success: (200) OK
2019-03-27T00:00:00Z,83781,-9999,22,19.7,29.2,-9999,81,927.7,1016.1,18,3.3,-9999,10,4.5,79.5,3.733333,Success: (200) OK
2019-03-27T12:00:00Z,83781,0,22.2,19,-9999,18.6,72,929.5,1018,18,3.3,-9999,5,-9999,-9999,-9999,Success: (200) OK
2019-03-27T18:00:00Z,83781,-9999,27.7,21.7,-9999,-9999,58,927.6,1015.2,18,3.3,-9999,3,-9999,-9999,-9999,Success: (200) OK
2019-03-28T00:00:00Z,83781,-9999,22.4,21.7,25.3,-9999,94,931.8,1020.5,14,4.6,-9999,8,6.5,81,3.033333,Success: (200) OK
2019-03-28T12:00:00Z,83781,0,21.1,19.1,-9999,19.5,82,931.3,1020.1,14,1.6,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-03-28T18:00:00Z,83781,-9999,22.3,19.8,-9999,-9999,78,929.9,1018.7,14,3.5,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-03-29T00:00:00Z,83781,-9999,19.8,18,25.8,-9999,82,932.2,1021.3,14,4,-9999,10,2.6,74.5,4.133333,Success: (200) OK
2019-03-29T12:00:00Z,83781,0.8,20.5,17.7,-9999,17.5,76,932.5,1021.6,14,3.3,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-03-29T18:00:00Z,83781,-9999,23.5,19.2,-9999,-9999,66,928.8,1017.6,18,4.1,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-03-30T00:00:00Z,83781,-9999,20.2,17.7,27.8,-9999,78,930.8,1019.9,18,5,-9999,10,3.4,67.25,2.133333,Success: (200) OK
2019-03-30T12:00:00Z,83781,0,20.6,17.5,-9999,17.3,72,932.2,1021.3,27,1.6,-9999,5,-9999,-9999,-9999,Success: (200) OK
2019-03-30T18:00:00Z,83781,-9999,27.7,20.3,-9999,-9999,49,927.1,1014.1,27,1.8,-9999,7,-9999,-9999,-9999,Success: (200) OK
2019-03-31T00:00:00Z,83781,-9999,21,18.1,28.3,-9999,74,928.5,1017.2,14,3,-9999,10,3.4,68,2.566667,Success: (200) OK
2019-03-31T12:00:00Z,83781,0,20.9,18,-9999,17.5,73,928.3,1017,5,4.1,-9999,8,-9999,-9999,-9999,Success: (200) OK
2019-03-31T18:00:00Z,83781,-9999,28,19.3,-9999,-9999,41,924.6,1012.5,9,1.3,-9999,8,-9999,-9999,-9999,Success: (200) OK
2019-04-01T00:00:00Z,83781,-9999,21.3,19,27.7,-9999,79,926.9,1015.5,18,2.3,-9999,10,3.6,70.25,3.866667,Success: (200) OK
2019-04-01T12:00:00Z,83781,0,22,18.7,-9999,18.7,72,927.4,1015.8,18,2.5,-9999,8,-9999,-9999,-9999,Success: (200) OK
2019-04-01T18:00:00Z,83781,-9999,27.3,20.5,-9999,-9999,53,924.5,1011.8,14,4.8,-9999,6,-9999,-9999,-9999,Success: (200) OK
2019-04-02T00:00:00Z,83781,-9999,20.2,17.7,29.1,-9999,78,926,1014.5,14,4.3,-9999,8,3.5,71,2.433333,Success: (200) OK
2019-04-02T12:00:00Z,83781,0,20.1,17.7,-9999,17.5,79,927.2,1016,9,3,-9999,6,-9999,-9999,-9999,Success: (200) OK
2019-04-02T18:00:00Z,83781,-9999,28.1,19.5,-9999,-9999,43,924.2,1012.9,27,2,-9999,6,-9999,-9999,-9999,Success: (200) OK
2019-04-03T00:00:00Z,83781,-9999,20.6,18.4,29.8,-9999,81,926,1014.6,18,2.3,-9999,10,3.5,58.75,0.9,Success: (200) OK
2019-04-03T12:00:00Z,83781,0,19.5,18.4,-9999,17.7,80,925.3,1013.9,14,1.1,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-04-03T18:00:00Z,83781,-9999,29.3,19.7,-9999,-9999,39,922.4,1009.8,14,1.6,-9999,2,-9999,-9999,-9999,Success: (200) OK
2019-04-04T00:00:00Z,83781,-9999,24.9,19.1,32,-9999,58,922.7,1010.7,0,0,6.3,0,4.5,57.5,1.266667,Success: (200) OK
2019-04-04T12:00:00Z,83781,0,22.3,18.8,-9999,18.3,71,923,1010.7,9,0,-9999,0,-9999,-9999,-9999,Success: (200) OK
2019-04-04T18:00:00Z,83781,-9999,31.6,20.9,-9999,-9999,37,920.4,1007.2,9,2.5,-9999,4,-9999,-9999,-9999,Success: (200) OK
2019-04-05T00:00:00Z,83781,-9999,27.1,21.7,31.4,-9999,61,922.2,1004.5,14,1.3,6.9,0,6.5,60.75,2.066667,Success: (200) OK
2019-04-05T12:00:00Z,83781,0,26.2,20.7,-9999,21.6,61,923.7,1008.7,14,1.8,-9999,5,-9999,-9999,-9999,Success: (200) OK
2019-04-05T18:00:00Z,83781,-9999,30.3,22.5,-9999,-9999,50,922.4,1016.4,14,3.6,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-04-06T00:00:00Z,83781,-9999,25.8,21.4,30.2,-9999,66,924.6,1010.1,14,0.8,2.7,5,6.5,67.75,1.066667,Success: (200) OK
2019-04-06T12:00:00Z,83781,0,24.2,22,-9999,22.7,76,926.8,1014.7,0,0,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-04-06T18:00:00Z,83781,-9999,24.2,22.7,-9999,-9999,57,924.6,1013.5,14,1.6,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-04-07T00:00:00Z,83781,-9999,23,22.1,27.2,-9999,69,925,1013,14,1.6,0.5,10,1.8,85,1.233333,Success: (200) OK
2019-04-07T12:00:00Z,83781,2.4,22.2,20.7,-9999,21.2,86,927.3,1015.6,32,1.6,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-04-07T18:00:00Z,83781,-9999,25.1,22.3,-9999,-9999,78,925.2,1012.6,32,2.1,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-04-08T00:00:00Z,83781,-9999,24,22.5,24.2,-9999,88,925.3,1013.1,0,0,0,7,2.3,90.5,2.2,Success: (200) OK
2019-04-08T12:00:00Z,83781,12,21.4,20.3,-9999,19.3,90,925.4,1013.7,32,1.6,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-04-08T18:00:00Z,83781,-9999,20.2,19.8,-9999,-9999,96,924.5,1012.2,32,2.5,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-04-09T00:00:00Z,83781,-9999,20.4,19.1,21.4,-9999,88,925.5,1014,14,2.5,0,10,0.6,90,3.033333,Success: (200) OK
2019-04-09T12:00:00Z,83781,55.8,20.8,19.4,-9999,18.5,88,926.6,1015.3,18,2,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-04-09T18:00:00Z,83781,-9999,21,19.7,-9999,-9999,88,925.8,1014.5,18,3,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-04-10T00:00:00Z,83781,-9999,19.1,18.3,22,-9999,92,927,1015.8,18,4.1,2.4,10,1,85.75,2.333333,Success: (200) OK
2019-04-10T12:00:00Z,83781,8,19.2,17.3,-9999,16.7,82,928.2,1016.1,14,1.5,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-04-10T18:00:00Z,83781,-9999,21.7,18.8,-9999,-9999,75,926.5,1015.2,14,2.5,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-04-11T00:00:00Z,83781,-9999,18.2,17.5,28,-9999,93,926.9,1016.1,14,3,7.2,10,1.8,79,1.933333,Success: (200) OK
2019-04-11T12:00:00Z,83781,0,20.1,18.2,-9999,17.8,83,927.5,1016.4,9,2,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-04-11T18:00:00Z,83781,-9999,27.3,21.3,-9999,-9999,57,924.5,1012.5,23,0.5,-9999,8,-9999,-9999,-9999,Success: (200) OK
2019-04-12T00:00:00Z,83781,-9999,20.5,19.3,29.2,-9999,88,926.7,1015.4,36,3.3,7.7,10,3,74.25,2.3,Success: (200) OK
2019-04-12T12:00:00Z,83781,0,21.5,19.2,-9999,19.1,81,926.8,1015.4,9,2,-9999,7,-9999,-9999,-9999,Success: (200) OK
2019-04-12T18:00:00Z,83781,-9999,28.5,19.7,-9999,-9999,42,923.8,1011.5,32,3.3,-9999,8,-9999,-9999,-9999,Success: (200) OK
2019-04-13T00:00:00Z,83781,-9999,21.2,19.7,29.8,-9999,87,926.6,1015.1,9,1.6,5.7,8,3.2,73,1.533333,Success: (200) OK
2019-04-13T12:00:00Z,83781,0,23,20.1,-9999,19.7,77,927.1,1015.5,9,1.3,-9999,8,-9999,-9999,-9999,Success: (200) OK
2019-04-13T18:00:00Z,83781,-9999,28.7,21.6,-9999,-9999,51,924.1,1011.7,14,1.3,-9999,8,-9999,-9999,-9999,Success: (200) OK
2019-04-14T00:00:00Z,83781,-9999,22,19.9,22.2,-9999,82,927.1,1015.4,18,2,0,10,3,88.75,1.9,Success: (200) OK
2019-04-14T12:00:00Z,83781,9.4,18.9,18.1,-9999,18.4,92,928.9,1017.8,5,1.6,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-04-14T18:00:00Z,83781,-9999,21,19.6,-9999,-9999,87,925.8,1014.5,18,1.6,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-04-15T00:00:00Z,83781,-9999,19.5,18.3,28,-9999,88,926.9,1015.9,14,2.5,7,5,1.2,79.25,1.366667,Success: (200) OK
2019-04-15T12:00:00Z,83781,8.4,21.7,19.7,-9999,18.5,83,927.8,1016.6,14,2.5,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-04-15T18:00:00Z,83781,-9999,27.9,22.7,-9999,-9999,64,926.3,1014.1,0,0,-9999,7,-9999,-9999,-9999,Success: (200) OK
2019-04-16T00:00:00Z,83781,-9999,21.4,19.6,28.7,-9999,85,927.5,1016.1,14,1.6,-9999,10,2.6,78,1.9,Success: (200) OK
2019-04-16T12:00:00Z,83781,0,23.6,20.8,-9999,19.7,77,926.7,1015,18,2,-9999,5,-9999,-9999,-9999,Success: (200) OK
2019-04-16T18:00:00Z,83781,-9999,28.1,22.3,-9999,-9999,59,922.3,1009.7,36,1.6,-9999,8,-9999,-9999,-9999,Success: (200) OK
2019-04-17T00:00:00Z,83781,-9999,20.9,19.5,27.7,-9999,88,923.4,1011.4,18,2.1,-9999,8,3,72.25,1.933333,Success: (200) OK
2019-04-17T12:00:00Z,83781,8.8,22.2,19.7,-9999,19.3,78,924.3,1012.5,14,0.8,-9999,6,-9999,-9999,-9999,Success: (200) OK
2019-04-17T18:00:00Z,83781,-9999,26.7,19,-9999,-9999,47,922.3,1009.7,14,2.5,-9999,6,-9999,-9999,-9999,Success: (200) OK
2019-04-18T00:00:00Z,83781,-9999,21.6,19.5,26.9,-9999,82,923.4,1011.4,14,2.5,-9999,10,5,70.75,1.333333,Success: (200) OK
2019-04-18T12:00:00Z,83781,0,20.3,17.4,-9999,16.9,75,924.7,1013.1,27,1.1,-9999,3,-9999,-9999,-9999,Success: (200) OK
2019-04-18T18:00:00Z,83781,-9999,26.4,18.3,-9999,-9999,44,923.4,1011.2,27,1.3,-9999,3,-9999,-9999,-9999,Success: (200) OK
2019-04-19T00:00:00Z,83781,-9999,19.6,17.6,28.2,-9999,82,925.4,1014,18,1.6,-9999,6,4,61.25,1.3,Success: (200) OK
2019-04-19T12:00:00Z,83781,0,20.3,16.9,-9999,15.6,71,926.7,1015.5,18,0.8,-9999,1,-9999,-9999,-9999,Success: (200) OK
2019-04-19T18:00:00Z,83781,-9999,27.4,17.6,-9999,-9999,36,923.9,1011.9,27,2.3,-9999,2,-9999,-9999,-9999,Success: (200) OK
2019-04-20T00:00:00Z,83781,-9999,22,18.3,28.3,-9999,69,925.4,1013.8,14,0.8,-9999,0,4,58.5,1.566667,Success: (200) OK
2019-04-20T12:00:00Z,83781,0,21.2,17.4,-9999,16.4,68,926.1,1014.5,27,0.8,-9999,3,-9999,-9999,-9999,Success: (200) OK
2019-04-20T18:00:00Z,83781,-9999,27.1,18.8,-9999,-9999,44,924,1011.5,23,2.3,-9999,7,-9999,-9999,-9999,Success: (200) OK
2019-04-21T00:00:00Z,83781,-9999,23.4,18.2,29.6,-9999,61,925.2,1013.1,32,1.6,-9999,8,5.2,67.75,1.533333,Success: (200) OK
2019-04-21T12:00:00Z,83781,0,23.8,18.6,-9999,19.2,60,925,1012.9,14,1.3,-9999,4,-9999,-9999,-9999,Success: (200) OK
2019-04-21T18:00:00Z,83781,-9999,28.8,20.6,-9999,-9999,47,922.8,1010.2,27,2.5,-9999,7,-9999,-9999,-9999,Success: (200) OK
2019-04-22T00:00:00Z,83781,-9999,23.8,21.5,29.4,-9999,82,924.5,1012.2,18,0.8,-9999,10,4.8,78,2.3,Success: (200) OK
2019-04-22T12:00:00Z,83781,0,22.8,20.3,-9999,20.4,80,925.3,1019.2,14,1.6,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-04-22T18:00:00Z,83781,-9999,27,22.9,-9999,-9999,70,925,1012.7,14,2.5,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-04-23T00:00:00Z,83781,-9999,23,20.6,27.9,-9999,81,925.3,1013.3,14,2.8,-9999,10,3.5,82,3.133333,Success: (200) OK
2019-04-23T12:00:00Z,83781,0,22.3,20.2,-9999,20.8,84,928.3,1016.7,18,1.3,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-04-23T18:00:00Z,83781,-9999,25.7,21.8,-9999,-9999,70,926.3,1014.2,14,4.1,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-04-24T00:00:00Z,83781,-9999,24.4,19.9,29.2,-9999,87,929.2,1018.8,18,4,-9999,10,2.5,77.5,2.466667,Success: (200) OK
2019-04-24T12:00:00Z,83781,0,22,19.9,-9999,20,82,929.9,1018.7,18,1.6,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-04-24T18:00:00Z,83781,-9999,27.9,22.5,-9999,-9999,62,927.4,1014.9,18,2.5,-9999,6,-9999,-9999,-9999,Success: (200) OK
2019-04-25T00:00:00Z,83781,-9999,23.2,21.1,28.8,-9999,83,929.3,1017.8,14,3.3,-9999,10,3,78.75,2.866667,Success: (200) OK
2019-04-25T12:00:00Z,83781,0,23.3,20.6,-9999,20.7,87,929.6,1018.1,9,3,-9999,3,-9999,-9999,-9999,Success: (200) OK
2019-04-25T18:00:00Z,83781,-9999,28.3,22,-9999,-9999,56,927.5,1015.4,5,2.3,-9999,8,-9999,-9999,-9999,Success: (200) OK
2019-04-26T00:00:00Z,83781,-9999,22.4,20.6,27.8,-9999,86,929.3,1017.7,18,3.3,-9999,8,2.6,86.75,2.2,Success: (200) OK
2019-04-26T12:00:00Z,83781,0.8,22.4,20.3,-9999,20.6,83,927.3,1016,18,1.6,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-04-26T18:00:00Z,83781,-9999,24,22.3,-9999,-9999,86,926.6,1014.3,14,3,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-04-27T00:00:00Z,83781,-9999,22.4,21.1,29.4,-9999,89,927.5,1015.8,14,2,-9999,10,1.6,68.75,1.866667,Success: (200) OK
2019-04-27T12:00:00Z,83781,27.8,22.5,20.8,-9999,19.6,86,927.5,1015.9,0,0,-9999,4,-9999,-9999,-9999,Success: (200) OK
2019-04-27T18:00:00Z,83781,-9999,29.1,22.1,-9999,-9999,53,924.2,1010.5,14,3.3,-9999,6,-9999,-9999,-9999,Success: (200) OK
2019-04-28T00:00:00Z,83781,-9999,25.4,21.1,29.2,-9999,68,924.1,1011.8,14,2.3,-9999,0,5.6,76.25,2.466667,Success: (200) OK
2019-04-28T12:00:00Z,83781,0,24.2,19.8,-9999,17.3,66,923.5,1011,18,2,-9999,6,-9999,-9999,-9999,Success: (200) OK
2019-04-28T18:00:00Z,83781,-9999,28.4,21.3,-9999,-9999,53,920.4,1007.2,18,4.6,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-04-29T00:00:00Z,83781,-9999,18,17.3,24.5,-9999,93,923.9,1012.2,14,0.8,-9999,10,4.6,79,2.133333,Success: (200) OK
2019-04-29T12:00:00Z,83781,14.7,20,17.8,-9999,17.3,80,924.4,1013.1,14,1.6,-9999,6,-9999,-9999,-9999,Success: (200) OK
2019-04-29T18:00:00Z,83781,-9999,23.5,19.5,-9999,-9999,68,923.6,1012.7,18,2.3,-9999,9,-9999,-9999,-9999,Success: (200) OK
2019-04-30T00:00:00Z,83781,-9999,19.5,17.9,27.1,-9999,84,926.6,1015.4,18,2.5,-9999,10,2.6,71.25,1.966667,Success: (200) OK
2019-04-30T12:00:00Z,83781,0,20.5,17.8,-9999,18.1,76,927.8,1016.7,32,2.3,-9999,5,-9999,-9999,-9999,Success: (200) OK
2019-04-30T18:00:00Z,83781,-9999,26.9,18.5,-9999,-9999,43,924.9,1012.9,32,2,-9999,6,-9999,-9999,-9999,Success: (200) OK
2019-05-01T00:00:00Z,83781,-9999,20.4,18.4,27.2,-9999,83,926.7,1015.4,32,1.6,-9999,6,3.6,71,1.233333,Success: (200) OK
2019-05-01T12:00:00Z,83781,0,19.5,18.8,-9999,18,93,927.1,1015.9,14,1.3,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-05-01T18:00:00Z,83781,-9999,26.8,19.1,-9999,-9999,45,924.3,1012.9,14,1.6,-9999,7,-9999,-9999,-9999,Success: (200) OK
2019-05-02T00:00:00Z,83781,-9999,23,19.7,28.2,-9999,73,924.5,1013.2,18,0.8,-9999,6,8,67,1.5,Success: (200) OK
2019-05-02T12:00:00Z,83781,0,23,19.6,-9999,19.3,72,920.1,1013.1,5,1.3,-9999,6,-9999,-9999,-9999,Success: (200) OK
2019-05-02T18:00:00Z,83781,-9999,26.4,19.4,-9999,-9999,50,923.8,1011.5,32,2.5,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-05-03T00:00:00Z,83781,-9999,22.9,19.6,29.5,-9999,73,924.8,1012.8,23,0.7,-9999,4,4.2,71.5,1.666667,Success: (200) OK
2019-05-03T12:00:00Z,83781,0,22,20.9,-9999,19.5,90,926.6,1014.6,9,1.6,-9999,9,-9999,-9999,-9999,Success: (200) OK
2019-05-03T18:00:00Z,83781,-9999,29.3,21.7,-9999,-9999,50,925.2,1012.6,27,1.6,-9999,9,-9999,-9999,-9999,Success: (200) OK
2019-05-04T00:00:00Z,83781,-9999,25.2,21.8,29.5,-9999,73,927.1,1015,9,1.8,-9999,4,3.8,62.25,0.666667,Success: (200) OK
2019-05-04T12:00:00Z,83781,0,23.2,20.7,-9999,20.4,78,928.7,1016.7,0,0,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-05-04T18:00:00Z,83781,-9999,29.1,20.4,-9999,-9999,43,926.4,1013.4,14,2,-9999,10,-9999,-9999,-9999,Success: (200) OK
2019-05-05T00:00:00Z,83781,-9999,24.4,19.7,28.9,-9999,64,928.3,1016.2,0,0,-9999,0,3.8,77.25,2.633333,Success: (200) OK
2019-05-05T12:00:00Z,83781,0,21.5,19.7,-9999,19.2,84,929.3,1017.6,9,3,-9999,8,-9999,-9999,-9999,Success: (200) OK
